Fecha;Cliente;Autor;Tweet
2021-10-14 18:57:05;Twitter Web App;i_ameztoy;"RT: ‼�?#LaPalma 🛰�?🌋 | Situacion a 13 de octubre a las 06:50 UTC y evolucion desde el principio del evento  La colada en la zona Norte sigue su curso | Datos de @CopernicusEMS y mapa base de @IGNSpain HD: https://t.co/OprlPNwTui 📹 #ErupcionLaPalma #volcanCumbreVieja #LaPalmaEruption https://t.co/CsikEFJ1Xi"
2021-10-14 18:56:25;Twitter for Android;ElTimeLaPalma;RT: La colada de Lava hoy 13 de octubre a su paso por La Laguna. #lapalma #noticiaslapalma #terremotoslapalma #volcanlasmanchas #urgencaislapalma #emergencialapalma #lavalapalma #vigilancialapalma https://t.co/FeIMNzZ5nv
2021-10-14 18:56:17;Twitter for Android;RTVCes;RT: 🔴#erupcionLaPalma | Imagenes de las 14:15 grabadas por @Involcan en las que se registra el desborde de la colada de lava en el cono principal del #volcan en #LaPalma https://t.co/nJ1bnfQyUs
2021-10-14 18:55:52;Twitter Web App;Radio_Luz_;RT: ultimas imagenes de satelite @Maxar (del 14 de octubre de 2021) de la erupcion volcanica #LaPalma.🌋 #ErupcionLaPalma #VolcanLaPalma #CumbreVieja https://t.co/9DrbcIzrrD
2021-10-14 18:55:45;Twitter for Android;i_ameztoy;"RT: ‼�?#LaPalma 🛰�?🌋 | Situacion a 13 de octubre a las 06:50 UTC y evolucion desde el principio del evento  La colada en la zona Norte sigue su curso | Datos de @CopernicusEMS y mapa base de @IGNSpain HD: https://t.co/OprlPNwTui 📹 #ErupcionLaPalma #volcanCumbreVieja #LaPalmaEruption https://t.co/CsikEFJ1Xi"
2021-10-14 18:55:45;Twitter for iPhone;RTVCes;RT: 🔴#erupcionLaPalma | Imagenes de las 14:15 grabadas por @Involcan en las que se registra el desborde de la colada de lava en el cono principal del #volcan en #LaPalma https://t.co/nJ1bnfQyUs
2021-10-14 18:55:35;Twitter for Android;VolcansCanarias;RT: Se confirma variacion en la deformacion del suelo (elevacion y desplazamiento al Sur) en las estaciones proximas al volcan segun @IGNSpain @112canarias @CabLaPalma @Marianohzapata #ErupcionLaPalma #VigilanciaLaPalma #volcanesdecanarias https://t.co/f5DpREqG0Y
2021-10-14 18:55:20;Twitter Web App;mundolapalma;El Gobierno canario trabaja para acelerar los plazos de instalacion de las dos desaladoras portatiles de La Palma https://t.co/hwPe6a0s7B #LaPalma #IsladeLaPalma #ErupcionEnLaPalma #volcanLaPalma #cumbrevieja #pevolca #VigilanciaLaPalma #islabonita #canarias #islascanarias
2021-10-14 18:55:16;Twitter for Android;RTVCes;RT: 👉 ¿Quienes estan detras de la realidad virtual de Television Canaria? Fernando, Yaiza y Carlos son los que hacen la magia que disfrutamos cada noche en @unahoramenostv. Los hemos conocido en @GenteFantastica #VolcandeLaPalma #ErupcionLaPalma https://t.co/MWVeyuuJ99
2021-10-14 18:55:12;Twitter Web App;IGNSpain;RT: 📹 Video de ayer del paso del rio de lava desde la ladera norte del #VolcandeLaPalma. #IGNSpain #VolcanLaPalma #ErupcionLaPalma @mitmagob @CabLaPalma @DgCanarias @IGME1849 @IGeociencias @VolcansCanarias @RTVCes https://t.co/naisBgSNR6
2021-10-14 18:55:08;Twitter for Android;ElTimeLaPalma;RT: @involcan informa de un nuevo desborde de la colada de lava en el cono principal hoy a las 14:15 hora. #lapalma #noticiaslapalma #terremotoslapalma #volcanlasmanchas #urgencaislapalma #emergencialapalma #lavalapalma #vigilancialapalma https://t.co/DsMYLdbWFM
2021-10-14 18:54:38;Twitter for Android;ElTimeLaPalma;RT: Las cenizas del volcan de La Palma levantan montanas en las casas de Las Manchas, hara falta mucho esfuerzo para retirarla. #lapalma #noticiaslapalma #terremotoslapalma #volcanlasmanchas #urgencaislapalma #emergencialapalma #lavalapalma #vigilancialapalma https://t.co/NssiweCBgf
2021-10-14 18:54:37;Twitter Web App;i_ameztoy;"‼�?#LaPalma 🛰�?🌋 | Situacion a 13 de octubre a las 06:50 UTC y evolucion desde el principio del evento  La colada en la zona Norte sigue su curso | Datos de @CopernicusEMS y mapa base de @IGNSpain HD: https://t.co/OprlPNwTui 📹 #ErupcionLaPalma #volcanCumbreVieja #LaPalmaEruption https://t.co/CsikEFJ1Xi"
2021-10-14 18:54:27;Twitter for Android;RTVCes;RT: 🔴#erupcionLaPalma | Imagenes de las 14:15 grabadas por @Involcan en las que se registra el desborde de la colada de lava en el cono principal del #volcan en #LaPalma https://t.co/nJ1bnfQyUs
2021-10-14 18:54:18;Twitter for Android;PresiCan;"RT: 📽�? #CGobCan | @_AntonioOlivera destaca que la Oficina de Atencion ya ha asistido a mas de 750 personas. ""Los trabajadores sociales han comenzado el proceso de recopilacion de informacion para hacer las valoraciones de las primeras ayudas: vivienda y enseres"" #ErupcionLaPalma https://t.co/lfPd6F6PjD"
2021-10-14 18:53:16;Twitter for Android;VolcansCanarias;RT: Se confirma variacion en la deformacion del suelo (elevacion y desplazamiento al Sur) en las estaciones proximas al volcan segun @IGNSpain @112canarias @CabLaPalma @Marianohzapata #ErupcionLaPalma #VigilanciaLaPalma #volcanesdecanarias https://t.co/f5DpREqG0Y
2021-10-14 18:52:52;Twitter for Android;JavierApophis;RT: 🔴Miralo dos veces!! Porque aunque no lo creas ESTaN DESENTERRANDO UNA CASA bajo las cenizas volcanicas. 👉Believe it or not #ElVolcanDeLaPalma #LaPalma #LaPalmaEruption #CumbreVieja #Volcano #ErupcionLaPalma #VolcanLaPalma https://t.co/vMDE6AsCmu
2021-10-14 18:52:42;Twitter for iPhone;RTVCes;RT: 🔴#erupcionLaPalma | Imagenes de las 14:15 grabadas por @Involcan en las que se registra el desborde de la colada de lava en el cono principal del #volcan en #LaPalma https://t.co/nJ1bnfQyUs
2021-10-14 18:52:32;Twitter Web App;PresiCan;"📽�? #CGobCan | @_AntonioOlivera destaca que la Oficina de Atencion ya ha asistido a mas de 750 personas. ""Los trabajadores sociales han comenzado el proceso de recopilacion de informacion para hacer las valoraciones de las primeras ayudas: vivienda y enseres"" #ErupcionLaPalma https://t.co/lfPd6F6PjD"
2021-10-14 18:52:04;Twitter for Android;i_ameztoy;"RT: #LaPalma 🌋 | Una imagen vale mas que mil palabras  A picture is worth a thousand words - Mucho animo a todos lo afectados. Por una ayuda rapida y efectiva - Fuente: #OpenData #LaPalma | #LaPalmaEruption #ErupcionLaPalma #volcanCumbreVieja https://t.co/A6uYLIEkRb"
2021-10-14 18:52:03;Twitter for Android;AnselmoPestana;RT: Esta tarde ha atracado en el #PuertodeTazacorte el barco Tommaso S que contribuira a llevar agua para riego en la zona de la Costa del Valle de Aridane. Puesto a disposicion por el @mitecogob, la embarcacion se suma al operativo de dos desaladoras de Puerto Naos. #ErupcionLaPalma https://t.co/dud8775btD
2021-10-14 18:51:41;Twitter for iPhone;RTVCes;RT: 🔴#erupcionLaPalma | Imagenes de las 14:15 grabadas por @Involcan en las que se registra el desborde de la colada de lava en el cono principal del #volcan en #LaPalma https://t.co/nJ1bnfQyUs
2021-10-14 18:51:33;Twitter Web App;VolcansCanarias;RT: ¿Sabias que el color de las columnas de gases nos pueden dar informacion de su origen? Te ayudamos a interpretarlos en esta infografia. @112canarias @CabLaPalma @Marianohzapata #ErupcionLaPalma #VigilanciaLaPalma #volcanesdecanarias https://t.co/4Vd09RbVkO
2021-10-14 18:51:04;Twitter for Android;Radio_Luz_;ultimas imagenes de satelite @Maxar (del 14 de octubre de 2021) de la erupcion volcanica #LaPalma.🌋 #ErupcionLaPalma #VolcanLaPalma #CumbreVieja https://t.co/9DrbcIzrrD
2021-10-14 18:50:56;WordPress.com;lapalma_INFO;Miralo dos veces!! Porque aunque no lo creas ESTaN DESENTERRANDO UNA CASA bajo las cenizas volcanicas. Believe it or not #ElVolcanDeLaPalma #LaPalma #LaPalmaEruption #CumbreVieja #Volcano #ErupcionLaPalma #VolcanLaPalma #lapalma https://t.co/yG5A0oJnbp
2021-10-14 18:50:55;WordPress.com;lastnewsESP;Miralo dos veces!! Porque aunque no lo creas ESTaN DESENTERRANDO UNA CASA bajo las cenizas volcanicas. Believe it or not #ElVolcanDeLaPalma #LaPalma #LaPalmaEruption #CumbreVieja #Volcano #ErupcionLaPalma #VolcanLaPalma #lapalma https://t.co/dUQwXrylcl
2021-10-14 18:50:36;Twitter for Android;RTVCes;RT: 🔴#erupcionLaPalma | Imagenes de las 14:15 grabadas por @Involcan en las que se registra el desborde de la colada de lava en el cono principal del #volcan en #LaPalma https://t.co/nJ1bnfQyUs
2021-10-14 18:50:25;Twitter for Android;RTVCes;RT: 🔴#erupcionLaPalma | Imagenes de las 14:15 grabadas por @Involcan en las que se registra el desborde de la colada de lava en el cono principal del #volcan en #LaPalma https://t.co/nJ1bnfQyUs
2021-10-14 18:50:13;Twitter for Android;RTVCes;RT: 🔴#erupcionLaPalma | Imagenes de las 14:15 grabadas por @Involcan en las que se registra el desborde de la colada de lava en el cono principal del #volcan en #LaPalma https://t.co/nJ1bnfQyUs
2021-10-14 18:50:12;Twitter for iPhone;PresiCan;RT: 🔴 EN DIRECTO Comparecencia tras la reunion de los comites Cientifico y Director del #PEVOLCA en los que se ha analizado la evolucion de la #ErupcionLaPalma https://t.co/tHoRz7R1AH
2021-10-14 18:49:53;Twitter Web App;VolcansCanarias;RT: Se confirma variacion en la deformacion del suelo (elevacion y desplazamiento al Sur) en las estaciones proximas al volcan segun @IGNSpain @112canarias @CabLaPalma @Marianohzapata #ErupcionLaPalma #VigilanciaLaPalma #volcanesdecanarias https://t.co/f5DpREqG0Y
2021-10-14 18:49:39;Twitter for Android;JavierApophis;RT: 🔴Miralo dos veces!! Porque aunque no lo creas ESTaN DESENTERRANDO UNA CASA bajo las cenizas volcanicas. 👉Believe it or not #ElVolcanDeLaPalma #LaPalma #LaPalmaEruption #CumbreVieja #Volcano #ErupcionLaPalma #VolcanLaPalma https://t.co/vMDE6AsCmu
2021-10-14 18:49:33;Twitter for Android;lapalma_INFO;RT: #Parpress | @LuisCamposJ, en el @parcan, pone en valor el apoyo logistico de los diversos servicios de emergencias y seguridad por la #ErupcionLaPalma. “Hay que hacer lo que sea necesario por nuestra gente en La Palma�?. #lapalma https://t.co/TkQO3Dz3FU
2021-10-14 18:49:27;Twitter for Android;guardiacivil;RT: En el operativo de servicio de #ErupcionLaPalma los companeros del #SEPRONA continuan poniendo a salvo a los animales domesticos de las zonas de exclusion. Los mas valientes se han adaptado a las circunstancias y han encontrado cobijo en los lugares mas imprevisibles. https://t.co/B9VXpybDfE
2021-10-14 18:49:27;Twitter Web App;IGNSpain;RT: 📹 Video de ayer del paso del rio de lava desde la ladera norte del #VolcandeLaPalma. #IGNSpain #VolcanLaPalma #ErupcionLaPalma @mitmagob @CabLaPalma @DgCanarias @IGME1849 @IGeociencias @VolcansCanarias @RTVCes https://t.co/naisBgSNR6
2021-10-14 18:49:26;Twitter for Android;Nueva_Canarias;"RT: #Parpress �?��? | @LuisCamposJ, en el @parcan, pone en valor el apoyo logistico de los diversos servicios de emergencias y seguridad por la #ErupcionLaPalma. 🗣�? ""Hay que hacer lo que sea necesario por nuestra gente en La Palma"". https://t.co/Mv2lVPi2hB"
2021-10-14 18:49:23;Twitter for Android;VolcansCanarias;RT: Curiosidad eruptiva. La extrana roca que lanzo el volcan: un mix de magma y materiales de las profundidades de la isla. ¿Aridanelita? ¿Oreolita? ¿Como la llamarias? Gracias a @stavrosmel @IGNSpain #ErupcionLaPalma #VigilanciaLaPalma #volcanesdecanarias https://t.co/ofrSFd1QxS
2021-10-14 18:49:07;Twitter Web App;RTVCes;RT: 🔴#erupcionLaPalma | Imagenes de las 14:15 grabadas por @Involcan en las que se registra el desborde de la colada de lava en el cono principal del #volcan en #LaPalma https://t.co/nJ1bnfQyUs
2021-10-14 18:48:57;Twitter for Android;Nueva_Canarias;RT: #Parpress �?��? | @LuisCamposJ, en el @parcan, llama al Gobierno canario a liderar una planificacion coordinada sobre la #ErupcionLaPalma. 👉 Aboga por elaborar planes especificos sobre el planeamiento, las infraestructuras, las necesidades del tejido productivo y el asesoramiento. https://t.co/bQ71oOCENj
2021-10-14 18:48:25;Twitter for Android;GalvezRivas;RT: El antes y despues... Zona #Todoque Antigua colada y nuevo rio de lava que ha ido por libre hoy. #ErupcionLaPalma imagen de drone captada hoy 07/10/2021 a las 12:00h https://t.co/Sv6Ky98Ung
2021-10-14 18:48:01;Twitter for Android;JavierApophis;🔴Miralo dos veces!! Porque aunque no lo creas ESTaN DESENTERRANDO UNA CASA bajo las cenizas volcanicas. 👉Believe it or not #ElVolcanDeLaPalma #LaPalma #LaPalmaEruption #CumbreVieja #Volcano #ErupcionLaPalma #VolcanLaPalma https://t.co/vMDE6AsCmu
2021-10-14 18:47:46;Twitter for iPad;chematierra;RT: #ErupcionLaPalma Octubre 14, continua la erupcion con fuertes rugidos y rios de lava en #CumbreVieja #LaPalma #Canarias #Espana 🇪🇸 Al dia de ayer: 🚩superficie cubierta 680 Ha 🚩casas destruidas 1548 🚩casas danadas 86 🚩res carretera afectada 53km Creditos 🎥 @involcan https://t.co/2BrO7pydqR
2021-10-14 18:47:36;WordPress.com;lapalma_INFO;Erupcion del volcan de #LaPalma, en las Islas Canarias. #ErupcionLaPalma Dia26. Desborde de la colada de lava en el cono principal del volcan. 14 Oct. 14:15h. #LaPalmaEruption Video @involcan #lapalma https://t.co/JCtmkKd3v4
2021-10-14 18:47:35;WordPress.com;lastnewsESP;Erupcion del volcan de #LaPalma, en las Islas Canarias. #ErupcionLaPalma Dia26. Desborde de la colada de lava en el cono principal del volcan. 14 Oct. 14:15h. #LaPalmaEruption Video @involcan #lapalma https://t.co/lu6uWQzEAO
2021-10-14 18:47:19;Twitter for Android;112canarias;RT: 🔴#ErupcionLaPalma La colada principal esta casi paralizada y la del noroeste, con mayor aporte de lava, obliga a nuevas evacuaciones ➡�? La superficie afectada supera las 674 hectareas, 34 mas que ayer https://t.co/SlWWG3KJWN https://t.co/fLLVzLGkOK
2021-10-14 18:47:19;Twitter for Android;AntonioUriz;RT: Una noche mas, la COLADA de LAVA sigue su CAMINO, LENTA y DESTRUCTIVA. Nada, queda atras. Algunos barrios de “LOS LLANOS�? y “EL PASO�? se han quedado sin luz. #ErupcionLaPalma #FUERZALaPalma #FUERZACanarias https://t.co/cGEMrwyhnM
2021-10-14 18:47:08;Twitter for iPhone;112canarias;RT: 🔴#ErupcionLaPalma #PEVOLCA ordena la evacuacion de: ➡�?La zona comprendida en la LP-215 (carretera de La Laguna a Tazacorte), desde el limite con el municipio de Tazacorte senalado en la carretera, hasta el cruce con la LP-213 (carretera a Puerto Naos). https://t.co/v4DUS7bBzh
2021-10-14 18:47:06;Twitter Web App;pets_aid;Desde Pets @pets_aid os mandamos todo nuestro apoyo y fuerza con el #rescateanimalesdelvolcan y nos ofrecemos para ayudar en lo que buenamente podamos. #volcanCumbreVieja #VolcandeLaPalma #ErupcionLaPalma https://t.co/0xG7JramqH
2021-10-14 18:46:53;Twitter for Android;InfoMeteoTuit;Temblores cada vez mas superficiales y alcanzando la M 3. Este a una profundidad de tan solo 4km. #ErupcionLaPalma #LaPalma #VolcanLaPalma https://t.co/Kbj7BTXfFX
2021-10-14 18:46:51;Twitter for Android;felixdiazhdez;RT: Un amigo palmero, de Los Llanos concretamente, me decia hoy: “En La Palma necesitamos una alegria�?, una esperanza ante un futuro incierto banado ahora en ceniza de volcan. Dejandole hablar deslizo la celebracion de un gran concierto benefico en la isla. #ErupcionLaPalma
2021-10-14 18:46:48;Twitter Web App;JavierApophis;RT: 🔴Increible!! ✔�?Amazing!! Imagenes donde se observa claramente la fluidez y velocidad de la lava. #ElVolcanDeLaPalma #LaPalma #LaPalmaEruption #CumbreVieja #Volcano #ErupcionLaPalma #VolcanLaPalma https://t.co/tVNEysKYfV
2021-10-14 18:46:48;Twitter for Android;PSOECanarias;RT: 🌹 @sanchezcastejon agradece una vez mas la unidad institucional con #LaPalma 🗣�? Es lo que quieren los ciudadanos. Politica con altura de miras. #erupcionLaPalma https://t.co/WXToaCpIgA
2021-10-14 18:46:28;Twitter for Android;Defensagob;RT: 40 militares del @EjercitoTierra del Regimiento de Artilleria de Campana 93 de la Brigada de Canarias se unen a los 190 efectivos de la @UMEgob en los trabajos de retirada de la ceniza de los tejados causada por la #ErupcionLaPalma 🌋. #SiempreConVosotrosFAS https://t.co/JZ3D6sgqUt
2021-10-14 18:46:28;Twitter for Android;RTVCes;RT: 🔴#erupcionLaPalma | Imagenes de las 14:15 grabadas por @Involcan en las que se registra el desborde de la colada de lava en el cono principal del #volcan en #LaPalma https://t.co/nJ1bnfQyUs
2021-10-14 18:46:26;Twitter for Android;BoixInter;RT: Erupcion del volcan de #LaPalma, en las Islas Canarias. #ErupcionLaPalma Dia26. Desborde de la colada de lava en el cono principal del volcan. 14 Oct. 14:15h. #LaPalmaEruption Video @involcan https://t.co/VP0NZhMD7U
2021-10-14 18:45:49;Twitter for Android;guardiacivil;RT: En el operativo de servicio de #ErupcionLaPalma los companeros del #SEPRONA continuan poniendo a salvo a los animales domesticos de las zonas de exclusion. Los mas valientes se han adaptado a las circunstancias y han encontrado cobijo en los lugares mas imprevisibles. https://t.co/B9VXpybDfE
